DS-1271ZJ-120;	35,4;	0;	2021@12@20
DS-1271ZJ-140;	35,4;	0;	2021@12@18
DS-1271ZJ-DM25(M1);	29,7;	0;	2021@11@28
DS-1272ZJ-110;	12,3;	19;	2021@11@05
DS-1272ZJ-110(BLK);	12,3;	12;	2021@11@05
DS-1272ZJ-110B;	21,8;	2;	2021@11@05
DS-1272ZJ-110B(BLACK);	21,8;	0;	2021@12@21
DS-1272ZJ-120;	13;	19;	2021@11@05
DS-1272ZJ-120(BLK);	13;	0;	2021@11@05
DS-1272ZJ-120B;	23,5;	21;	2021@11@12
DS-1273ZJ-130-TRL;	16,4;	0;	2021@11@05
DS-1273ZJ-130-TRL-BLK;	16,4;	2;	2021@11@17
DS-1273ZJ-135;	14,7;	11;	2021@11@05
DS-1273ZJ-140;	14,7;	2;	2021@11@05
DS-1273ZJ-DM25;	22,8;	0;	2021@11@05
DS-1273ZJ-DM26;	24,2;	0;	2021@11@11
DS-1273ZJ-DM32;	22,8;	0;	2021@11@12
DS-1273ZJ-PT6;	14,7;	10;	2021@12@18
DS-1275ZJ;	14;	14;	2021@11@05
DS-1275ZJ(SPTZ);	13;	0;	2022@01@07
DS-1275ZJ-S-SUS;	17,7;	0;	2021@11@05
DS-1275ZJ-SUS;	23,5;	7;	2021@11@05
DS-1275ZJ-SUS(BLACK);	27,6;	4;	2022@02@05
DS-1276ZJ-SUS;	23,5;	6;	2021@11@05
DS-1279ZJ;	5,1;	0;	2021@12@26
DS-1280ZJ-DM18;	7,5;	35;	2021@11@05
DS-1280ZJ-DM18(BLK);	7,5;	4;	2021@11@05
DS-1280ZJ-DM21;	8,2;	16;	2021@11@05
DS-1280ZJ-DM21(BLK);	8,2;	0;	2021@11@05
DS-1280ZJ-DM22;	16,4;	0;	2021@11@08
DS-1280ZJ-DM25;	8,2;	0;	2021@11@05
DS-1280ZJ-DM46;	9,9;	14;	2021@11@05
DS-1280ZJ-DM8;	6,8;	0;	2021@11@05
DS-1280ZJ-DM8(BLACK);	6,8;	0;	2021@11@12
DS-1280ZJ-PT6;	10,6;	1;	2021@11@12
DS-1280ZJ-S;	14,7;	8;	2021@11@05
DS-1280ZJ-SD11;	9,9;	0;	2021@12@25
DS-1280ZJ-XS;	900.9;	24;	2021@11@05
DS-1280ZJ-XS(BLACK);	9,2;	9;	2021@11@05
DS-1281ZJ-DM23;	7,5;	0;	2021@11@08
DS-1281ZJ-DM25;	8,2;	0;	2021@12@15
DS-1281ZJ-DM25(M1);	9,6;	0;	2021@11@28
DS-1281ZJ-M;	14,7;	0;	2021@11@14
DS-1281ZJ-S;	14;	0;	2022@01@04
DS-1283ZJ;	35,4;	0;	2021@12@03
DS-1292ZJ;	7,5;	0;	2021@12@24
DS-1293ZJ;	8,9;	5;	2021@11@05
DS-1294ZJ;	9;	2;	2021@11@14
DS-1294ZJ-PT;	11,6;	2;	2021@11@05
DS-1473ZJ-155;	22,8;	0;	2021@11@05
DS-1473ZJ-155(BLACK);	22,8;	0;	2021@11@05
DS-1473ZJ-155B;	41,9;	2;	2021@11@05
DS-1475ZJ-SUS;	23,5;	20;	2021@11@05
DS-1476ZJ-SUS;	23,5;	3;	2021@11@05
DS-1530HMI;	43;	4;	2021@12@19
DS-1600KI;	855,1;	0;	2021@11@22
DS-1602ZJ;	14,7;	14;	2021@11@05
DS-1602ZJ-CORNER;	21,1;	3;	2021@11@05
DS-1602ZJ-P;	17,7;	0;	2021@11@12
DS-1602ZJ-POLE;	21,1;	18;	2021@11@05
DS-1603ZJ;	21,1;	4;	2021@11@17
DS-1604ZJ;	38,8;	16;	2021@11@05
DS-1604ZJ-BOX;	48,3;	6;	2021@11@05
DS-1604ZJ-BOX-CORNER;	62,6;	4;	2021@11@05
DS-1604ZJ-BOX-POLE;	62,6;	3;	2021@11@05
DS-1604ZJ-BOX-POLE-P;	64,3;	0;	2021@11@19
DS-1604ZJ-CORNER;	48,3;	1;	2021@12@11
DS-1604ZJ-P;	40,2;	0;	2021@11@22
DS-1604ZJ-POLE;	48,3;	0;	2021@11@05
DS-1605ZJ;	17,7;	15;	2021@11@05
DS-1660ZJ;	43,6;	2;	2021@11@12
DS-1661ZJ;	16,4;	5;	2021@12@18
DS-1662ZJ;	17,7;	0;	2021@11@12
DS-1663ZJ;	9,9;	3;	2021@11@05
DS-1671ZJ-SD11;	12,3;	0;	2021@11@05
DS-1671ZJ-SDM9;	19,4;	0;	2022@01@04
DS-1673ZJ-P;	17,7;	0;	2021@11@09
DS-1682ZJ;	18,3;	0;	2021@11@28
DS-1684ZJ;	9,9;	0;	2022@01@09
DS-1706ZJ;	9,9;	0;	2022@01@01
DS-1H18S@E;	3,01;	0;	2021@11@12
DS-1H34-0102P;	29,5;	0;	2021@11@04
DS-1LN5E-E@E;	66,9;	0;	2021@11@23
DS-1LN5E-S;	79,4;	8;	2021@11@05
DS-1LN6-UU;	114,9;	0;	2021@11@05
DS-1M02;	9,9;	0;	2021@12@27
DS-2780ZJ-X@316L;	570,2;	0;	
DS-2781ZJ-X@316L;	671,2;	0;	
DS-2CC52H1T-FITS(1.1MM);	99,04;	2;	2021@12@18
DS-2CD1123G0E-I(2.8MM);	39,04;	46;	2021@11@21
DS-2CD1143G0-I(2.8MM);	54,04;	0;	2021@11@05
DS-2CD1643G0-IZ(2.8-12MM);	102,15;	0;	2021@11@05
DS-2CD1743G0-IZ(2.8-12MM);	106,08;	10;	2021@11@05
DS-2CD2023G0-I(4MM);	72,08;	0;	2021@11@05
DS-2CD2025FWD-I(BLACK)(2.8MM);	81,04;	1;	2021@11@04
DS-2CD2026G2-I(2.8MM);	84,04;	0;	2021@11@05
DS-2CD2041G1-IDW1(4MM);	62,7;	1;	2022@02@22
DS-2CD2043G0-I(4MM);	72,08;	12;	2022@01@30
DS-2CD2045FWD-I(2.8MM);	96,08;	5;	2021@12@31
DS-2CD2045FWD-I(BLACK)(2.8MM);	90,08;	10;	2022@02@01
